# Data: Camden council / Travelfootprint.org / Clear Zone Partnership
id,Mode,Detail,Occupancy,Comment,co2_gkm,co2_gpkm,nox_gpkm,pms_gpkm,lc_co2_gpkm,lc_nox_gpkm,lc_pms_gpkm,aq,ghg,env_rating
1,WALK,Average diet including imported food,Walker only - no passenger!,Emissions impacts are due to agricultural activities (including fertiliser input); food processing and international (air and surface) transport. ,0,0,0,0,24.15,0.04,0.00,3.55,6.67,5.41
2,WALK,UK grown low-processed food,Walker only - no passenger!,Emissions impacts are due to agricultural activities (including fertiliser input); food processing and UK (surface) transport. ,0,0,0,0,9.66,0.02,0.00,1.42,2.67,2.16
5,WALK,Local organically produced food only,Walker only - no passenger!,Emissions impacts are due to agricultural activities low-level processing and local transport. ,0,0,0,0,4.83,0.01,0.00,0.71,1.33,1.08
3,CYCLE,Average diet including imported food,Cyclist only - no passenger!,Emissions impacts are due to agricultural activities (including fertiliser input); food processing and international (air and surface) transport. ,0,0,0,0,18.40,0.03,0.01,3.38,5.08,4.39
4,CYCLE,UK grown low-processed food,Cyclist only - no passenger!,Emissions impacts are due to agricultural activities (including fertiliser input); food processing and UK (surface) transport. ,0,0,0,0,10.27,0.02,0.00,2.19,2.83,2.57
6,CYCLE,Local organically produced food only,Cyclist only - no passenger!,Emissions impacts are due to agricultural activities low-level processing and local transport. ,0,0,0,0,7.56,0.01,0.00,1.79,2.08,1.96
7,M/CYCLE,2-Stroke <50cc,Driver only,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,39,39,0.26,0.04,47.90,0.29,0.04,77.71,12.85,39.06
8,M/CYCLE,2-Stroke <50cc,Driver plus pillion,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,39,19.5,0.13,0.02,23.95,0.14,0.02,38.86,6.43,19.53
9,M/CYCLE,2-Stroke 50-125cc,Driver only,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,51,51,0.2,0.012,62.30,0.24,0.01,34.46,16.71,23.88
10,M/CYCLE,2-Stroke 50-125cc,Driver plus pillion,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,51,25.5,0.1,0.006,31.15,0.12,0.01,17.23,8.35,11.94
11,M/CYCLE,4-Stroke <250cc,Driver only,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,73,73,0.13,0.005,88.30,0.18,0.01,26.61,23.67,24.86
12,M/CYCLE,4-Stroke <250cc,Driver plus pillion,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,73,36.5,0.065,0.0025,44.15,0.09,0.00,13.31,11.84,12.43
13,M/CYCLE,4-Stroke 250-750cc,Driver only,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,100,100,0.13,0.005,120.70,0.20,0.01,29.64,32.35,31.26
14,M/CYCLE,4-Stroke 250-750cc,Driver plus pillion,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,100,50,0.065,0.0025,60.35,0.10,0.01,14.82,16.18,15.63
15,M/CYCLE,4-Stroke >750cc,Driver only,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,159,159,0.13,0.005,190.33,0.23,0.01,35.78,51.00,44.85
16,M/CYCLE,4-Stroke >750cc,Driver plus pillion,Motorcycle emissions data shown are calculated over World Motorcycle Test Cycle. ,159,79.5,0.065,0.0025,95.16,0.12,0.01,17.89,25.50,22.43
17,M/CYCLE,Electric scooter (std tariff),Driver only,Electric scooter shown has performance equivalent to a 400cc 4-stroke motorcycle. ,0,0,0,0,30.98,0.06,0.00,9.07,8.61,8.80
18,M/CYCLE,Electric scooter (std tariff),Driver plus pillion,Electric scooter shown has performance equivalent to a 400cc 4-stroke motorcycle. ,0,0,0,0,15.49,0.03,0.00,4.54,4.31,4.40
19,M/CYCLE,Electric scooter (green tariff),Driver only,Electric scooter shown has performance equivalent to a 400cc 4-stroke motorcycle. ,0,0,0,0,7.44,0.01,0.00,5.10,2.03,3.27
20,M/CYCLE,Electric scooter (green tariff),Driver plus pillion,Electric scooter shown has performance equivalent to a 400cc 4-stroke motorcycle. ,0,0,0,0,3.72,0.01,0.00,2.55,1.02,1.64
21,BUS,Diesel (from 2006): Urban use,100% occupancy (all seats full),Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,892,25.4857,0.135429,0.00125714,31.28,0.15,0.00,6.33,8.38,7.56
22,BUS,Diesel (from 2006): Urban use,75% occupancy,Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,892,33.9164,0.180228,0.001673,41.63,0.20,0.00,8.43,11.16,10.05
23,BUS,Diesel (from 2006): Urban use,50% occupancy,Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,892,50.9714,0.270857,0.00251429,62.56,0.30,0.00,12.66,16.77,15.11
24,BUS,Diesel (from 2006): Urban use,25% occupancy,Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,655,74.4318,0.797614,0.0225,92.27,0.84,0.02,47.78,24.74,34.05
25,BUS,Diesel (from 2006): Rural use,100% occupancy (all seats full),Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,597,17.0571,0.0771429,0.000514286,21.22,0.09,0.00,3.60,5.69,4.85
26,BUS,Diesel (from 2006): Rural use,75% occupancy,Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,597,22.6996,0.102662,0.000684411,28.24,0.12,0.00,4.79,7.57,6.45
27,BUS,Diesel (from 2006): Rural use,50% occupancy,Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,597,34.1143,0.154286,0.00102857,42.44,0.18,0.00,7.20,11.38,9.69
28,BUS,Diesel (from 2006): Rural use,25% occupancy,Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,643,73.0682,0.842045,0.0244318,90.67,0.89,0.03,50.76,24.31,35.00
29,BUS,Diesel (from 2006): Motorway use,100% occupancy (all seats full),Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,654,18.6857,0.0805714,0.000514286,23.17,0.09,0.00,3.78,6.21,5.23
30,BUS,Diesel (from 2006): Motorway use,75% occupancy,Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,654,24.8669,0.107224,0.000684411,30.83,0.12,0.00,5.02,8.27,6.96
31,BUS,Diesel (from 2006): Motorway use,50% occupancy,Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,654,37.3714,0.161143,0.00102857,46.34,0.18,0.00,7.55,12.43,10.46
32,BUS,Diesel (from 2006): Motorway use,25% occupancy,Buses registered from Oct 2006 onwards conform to the latest Euro IV emissions standards. ,631,71.7045,0.886364,0.0264773,89.02,0.93,0.03,53.85,23.87,35.98
33,BUS,Diesel (2001-2006): Urban use,100% occupancy (all seats full),Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,892,25.4857,0.190571,0.00608571,31.28,0.21,0.01,12.72,8.38,10.14
34,BUS,Diesel (2001-2006): Urban use,75% occupancy,Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,892,33.9164,0.253612,0.00809886,41.63,0.27,0.01,16.93,11.16,13.49
35,BUS,Diesel (2001-2006): Urban use,50% occupancy,Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,892,50.9714,0.381143,0.0121714,62.56,0.41,0.01,25.45,16.77,20.28
36,BUS,Diesel (2001-2006): Urban use,25% occupancy,Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,619,70.3409,0.930682,0.0284091,87.42,0.97,0.03,56.83,23.44,36.93
37,BUS,Diesel (2001-2006): Rural use,100% occupancy (all seats full),Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,597,17.0571,0.108571,0.00245714,21.22,0.12,0.00,6.38,5.69,5.97
38,BUS,Diesel (2001-2006): Rural use,75% occupancy,Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,597,22.6996,0.144487,0.00326996,28.24,0.16,0.00,8.49,7.57,7.94
39,BUS,Diesel (2001-2006): Rural use,50% occupancy,Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,597,34.1143,0.217143,0.00491429,42.44,0.24,0.01,12.76,11.38,11.94
40,BUS,Diesel (2001-2006): Rural use,25% occupancy,Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,607,68.9773,0.975114,0.0303409,85.77,1.02,0.03,59.80,23.00,37.87
41,BUS,Diesel (2001-2006): Motorway use,100% occupancy (all seats full),Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,654,18.6857,0.113429,0.00248571,23.17,0.12,0.00,6.61,6.21,6.37
42,BUS,Diesel (2001-2006): Motorway use,75% occupancy,Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,654,24.8669,0.150951,0.00330798,30.83,0.17,0.00,8.80,8.27,8.48
43,BUS,Diesel (2001-2006): Motorway use,50% occupancy,Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,654,37.3714,0.226857,0.00497143,46.34,0.25,0.01,13.22,12.43,12.75
44,BUS,Diesel (2001-2006): Motorway use,25% occupancy,Buses registered between Oct 2001 and Oct 2006 conform to Euro III emissions standards (now superseded by Euro IV). ,595,67.6136,1.01943,0.0323864,84.17,1.06,0.03,62.90,22.57,38.87
45,BUS,Diesel (1996-2001): Urban use,100% occupancy (all seats full),Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,892,25.4857,0.276,0.00845714,31.28,0.29,0.01,17.26,8.38,11.97
46,BUS,Diesel (1996-2001): Urban use,75% occupancy,Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,892,33.9164,0.3673,0.0112548,41.63,0.39,0.01,22.97,11.16,15.93
47,BUS,Diesel (1996-2001): Urban use,50% occupancy,Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,892,50.9714,0.552,0.0169143,62.56,0.58,0.02,34.52,16.77,23.94
48,BUS,Diesel (1996-2001): Urban use,25% occupancy,Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,583,66.25,1.06375,0.0343182,82.52,1.10,0.04,65.87,22.13,39.80
49,BUS,Diesel (1996-2001): Rural use,100% occupancy (all seats full),Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,597,17.0571,0.157143,0.00342857,21.22,0.17,0.00,8.54,5.69,6.84
50,BUS,Diesel (1996-2001): Rural use,75% occupancy,Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,597,22.6996,0.209125,0.00456274,28.24,0.22,0.01,11.36,7.57,9.10
51,BUS,Diesel (1996-2001): Rural use,50% occupancy,Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,597,34.1143,0.314286,0.00685714,42.44,0.34,0.01,17.07,11.38,13.68
52,BUS,Diesel (1996-2001): Rural use,25% occupancy,Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,572,65,1.10818,0.03625,81.04,1.15,0.04,68.85,21.73,40.77
53,BUS,Diesel (1996-2001): Motorway use,100% occupancy (all seats full),Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,654,18.6857,0.164286,0.00342857,23.17,0.18,0.00,8.79,6.21,7.25
54,BUS,Diesel (1996-2001): Motorway use,75% occupancy,Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,654,24.8669,0.218631,0.00456274,30.83,0.23,0.01,11.70,8.27,9.65
55,BUS,Diesel (1996-2001): Motorway use,50% occupancy,Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,654,37.3714,0.328571,0.00685714,46.34,0.35,0.01,17.58,12.43,14.51
56,BUS,Diesel (1996-2001): Motorway use,25% occupancy,Buses registered between Oct 1996 and Oct 2001 conform to Euro II emissions standards (now superseded by Euro IV). ,560,63.6364,1.1525,0.0382955,79.39,1.19,0.04,71.94,21.29,41.76
57,TAXI,Black cab TXII [until 06]: Diesel,1 passenger,TXII London taxis (2001-2006) conform to Euro III emissions standards (now superseded by Euro IV). ,224.5,224.5,0.589,0.07,304.41,0.79,0.09,109.96,81.87,93.22
58,TAXI,Black cab TXII [until 06]: Diesel,2 passenger,TXII London taxis (2001-2006) conform to Euro III emissions standards (now superseded by Euro IV). ,224.5,112.25,0.2945,0.035,152.20,0.39,0.04,54.98,40.94,46.61
59,TAXI,Black cab TXII [until 06]: Diesel,3 passenger,TXII London taxis (2001-2006) conform to Euro III emissions standards (now superseded by Euro IV). ,224.5,74.8333,0.196333,0.0233333,101.47,0.26,0.03,36.65,27.29,31.07
60,TAXI,Black cab TXII [until 06]: Diesel,4 passenger,TXII London taxis (2001-2006) conform to Euro III emissions standards (now superseded by Euro IV). ,224.5,56.125,0.14725,0.0175,76.10,0.20,0.02,27.49,20.47,23.31
61,TAXI,Black cab TXII [until 06]: Diesel,5 passenger,TXII London taxis (2001-2006) conform to Euro III emissions standards (now superseded by Euro IV). ,224.5,44.9,0.1178,0.014,60.88,0.16,0.02,21.99,16.37,18.64
62,TAXI,Black cab TX4 [from 06]: Diesel,1 passenger,The new TX4 London taxis (available from Oct 2006) conform to the latest Euro IV emissions standards. ,222,222,0.298,0.037,300.88,0.49,0.06,69.07,80.92,76.13
63,TAXI,Black cab TX4 [from 06]: Diesel,2 passenger,The new TX4 London taxis (available from Oct 2006) conform to the latest Euro IV emissions standards. ,222,111,0.149,0.0185,150.44,0.25,0.03,34.53,40.46,38.07
64,TAXI,Black cab TX4 [from 06]: Diesel,3 passenger,The new TX4 London taxis (available from Oct 2006) conform to the latest Euro IV emissions standards. ,222,74,0.0993333,0.0123333,100.29,0.16,0.02,23.02,26.97,25.38
65,TAXI,Black cab TX4 [from 06]: Diesel,4 passenger,The new TX4 London taxis (available from Oct 2006) conform to the latest Euro IV emissions standards. ,222,55.5,0.0745,0.00925,75.22,0.12,0.01,17.27,20.23,19.03
66,TAXI,Black cab TX4 [from 06]: Diesel,5 passenger,The new TX4 London taxis (available from Oct 2006) conform to the latest Euro IV emissions standards. ,222,44.4,0.0596,0.0074,60.18,0.10,0.01,13.81,16.19,15.23
67,TAXI,Minicab passenger car: Diesel,1 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,177,177,0.21,0.012,240.68,0.37,0.03,36.12,64.74,53.18
68,TAXI,Minicab passenger car: Diesel,2 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,177,88.5,0.105,0.006,120.34,0.18,0.01,18.06,32.37,26.59
69,TAXI,Minicab passenger car: Diesel,3 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,177,59,0.07,0.004,80.22,0.12,0.01,12.04,21.58,17.73
70,TAXI,Minicab passenger car: Diesel,4 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,177,44.25,0.0525,0.003,60.17,0.09,0.01,9.03,16.19,13.29
71,TAXI,Minicab passenger car: Diesel,5 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,177,35.4,0.042,0.0024,48.14,0.07,0.01,7.22,12.95,10.64
72,TAXI,Minicab passenger car: Petrol,1 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,216,216,0.026,0,280.52,0.22,0.02,30.59,75.39,57.29
73,TAXI,Minicab passenger car: Petrol,2 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,216,108,0.013,0,140.26,0.11,0.01,15.30,37.70,28.65
74,TAXI,Minicab passenger car: Petrol,3 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,216,72,0.00866667,0,93.51,0.07,0.01,10.20,25.13,19.10
75,TAXI,Minicab passenger car: Petrol,4 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,216,54,0.0065,0,70.13,0.05,0.01,7.65,18.85,14.32
76,TAXI,Minicab passenger car: Petrol,5 passenger,Minicab vehicle assumed to be the size of a large family car conforming to the latest Euro IV emissions standards. ,216,43.2,0.0052,0,56.10,0.04,0.00,6.12,15.08,11.46
77,RAIL,Voyager class: diesel-electric (Virgin Trains),100% occupancy (all seats full),Adelante/Voyager high-speed diesel multiple unit trains are typically operated by Virgin for inter-city journeys across the network. ,6963,30.0129,0.237211,0.00499569,36.48,0.25,0.01,13.11,9.78,11.12
78,RAIL,InterCity 125: diesel-electric (national network),100% occupancy (all seats full),InterCity125 high-speed diesel-electric trains are typically operated by First Great Western for inter-city journeys across the network. ,14857,31.4767,0.417227,0.0107542,38.03,0.43,0.01,23.35,10.19,15.51
79,RAIL,Voyager class: diesel-electric (Virgin Trains),75% occupancy,Adelante/Voyager high-speed diesel multiple unit trains are typically operated by Virgin for inter-city journeys across the network. ,6963,40.0172,0.316282,0.00666092,48.64,0.34,0.01,17.48,13.03,14.83
80,RAIL,Voyager class: diesel-electric (Virgin Trains),50% occupancy,Adelante/Voyager high-speed diesel multiple unit trains are typically operated by Virgin for inter-city journeys across the network. ,6963,60.0259,0.474422,0.00999138,72.97,0.51,0.01,26.22,19.55,22.25
81,RAIL,Voyager class: diesel-electric (Virgin Trains),25% occupancy,Adelante/Voyager high-speed diesel multiple unit trains are typically operated by Virgin for inter-city journeys across the network. ,6963,120.052,0.948845,0.0199828,145.93,1.01,0.02,52.44,39.10,44.49
82,RAIL,Sprinter: diesel (regional network),100% occupancy (all seats full),Sprinter 2/3 passenger-car diesel multiple unit trains are typically used for regional and local journeys across the network. ,3912,26.255,0.611631,0.0110268,31.84,0.63,0.01,27.47,8.53,16.19
83,RAIL,InterCity 125: diesel-electric (national network),75% occupancy,InterCity125 high-speed diesel-electric trains are typically operated by First Great Western for inter-city journeys across the network. ,14857,41.9689,0.556302,0.014339,50.71,0.58,0.01,31.14,13.58,20.68
84,RAIL,Sprinter: diesel (regional network),75% occupancy,Sprinter 2/3 passenger-car diesel multiple unit trains are typically used for regional and local journeys across the network. ,3912,34.9911,0.815143,0.0146959,42.44,0.83,0.02,36.61,11.37,21.57
85,RAIL,InterCity 125: diesel-electric (national network),50% occupancy,InterCity125 high-speed diesel-electric trains are typically operated by First Great Western for inter-city journeys across the network. ,14857,62.9534,0.834453,0.0215085,76.06,0.87,0.02,46.71,20.38,31.02
86,RAIL,InterCity 125: diesel-electric (national network),25% occupancy,InterCity125 high-speed diesel-electric trains are typically operated by First Great Western for inter-city journeys across the network. ,14857,125.907,1.66891,0.043017,152.12,1.73,0.04,93.42,40.75,62.03
87,RAIL,Network Turbo: diesel (regional network),100% occupancy (all seats full),Network Turbo 2/3 passenger-car diesel multiple unit trains are typically used for regional and local journeys across the network. ,3637,21.1453,0.176163,0.00581395,25.56,0.19,0.01,11.65,6.85,8.79
88,RAIL,Network Turbo: diesel (regional network),75% occupancy,Network Turbo 2/3 passenger-car diesel multiple unit trains are typically used for regional and local journeys across the network. ,3637,28.1938,0.234884,0.00775194,34.08,0.25,0.01,15.54,9.13,11.72
89,RAIL,Sprinter: diesel (regional network),50% occupancy,Sprinter 2/3 passenger-car diesel multiple unit trains are typically used for regional and local journeys across the network. ,3912,52.5101,1.22326,0.0220537,63.68,1.25,0.02,54.94,17.06,32.37
